name,sku,description,brand,price,Quantity On Hand,Width,Height,Length,Weight,Weight(UOM),,,,,
"IDIYA PASO Gateleg Table, Solid Pine",105.43.132," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/5MaECIprtWU?autoplay=0&amp;rel=0""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/5MaECIprtWU?autoplay=0&amp;rel=0"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>Product dimensions Length: 89 cm Max. length: 152 cm Width: 80 cm Height: 74 cmMaterial: pine woodThis product requires assembly ",Idiya,333.78,53,74,80,89,27.4,kg,,,,,
"IDIYA PASO Gateleg Table, Solid Pine, Honey",105.42.133,"<span style=""font-size: 13px;"">IDIYA PASO Gateleg table, solid pine, honey</span>Product DimensionWeight: 27.40 kgLength: 153 cmWidth: 81 cmHeight: 75 cm style=""-webkit-tap-highlight-color: rgba(0, 0, 0, 0); padding: 0px; margin-bottom: 24px; max-width: 100%; overflow-wrap: break-word; white-space: pre-wrap; color: rgb(101, 96, 93); font-family: &quot;Story Sans&quot;, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 16px;""> style=""-webkit-tap-highlight-color: rgba(0, 0, 0, 0); padding: 0px; margin-bottom: 24px; max-width: 100%; overflow-wrap: break-word; white-space: pre-wrap; color: rgb(101, 96, 93); font-family: &quot;Story Sans&quot;, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 16px;"">&nbsp;",Idiya,303.36,12,81,75,153,27.4,kg,,,,,
"IDIYA Portsmouth Office Chair with Armrest, Black",115.08.340,Product DimensionWeight : 9.16 kgLength : Width :  60.5 cm Height :  94 cm ,Idiya,92.11,42,60.5,94,,9.16,kg,,,,,
"IDIYA Portsmouth Office Chair, Black",115.09.340,"Product Description The Portsmouth range is ideal for general office &amp; data entry use Good to know: Height Adjustment with up-down mechanism Back Tilt Easy to Assemble class 3 gaslift Locally made Ekoosh Seat and Back Foam nylon caster Material Mesh, 300mm nylon base,Product DimensionWidth: 47.5 CMDepth: 56 CmHeight: 82/94 Cm
 
Color: Black 
 
PackageDimension: 
59 x 20 x 56(CM)",Idiya,83.66,43,47.5,94,,9.16,,,,,,
"IDIYA Quebec Sideboard- Buffet Table, Grey",112.01.303," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/eCyCtTNmOZY?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=eCyCtTNmOZY""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/eCyCtTNmOZY?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=eCyCtTNmOZY"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>&nbsp;The features of Quebec Dining and Living range are almost endless. From its beautiful finish to design adds extra proportion. Perfectly matched with the other stunning additions to this range, this piece is sure to make a statement.
Good to know:
. Contemporary and simple style
. 2 spacious drawers and 2 Door cabinets to store items
. wheel slide guide   push open
. Open storage space to facilitate access to items
. Requires Easy Assembly.
Color: Grey Matt and oak drawers front panel.

Material:
MDF with PU white matt &amp; melamine, PVC EDGE drawer &amp; door face with wood sheet,
nature edge in 21mm oak with oil

Product Dimension 1200 x 400 x 855mm",Idiya,480.81,27,8.55,4,12,52,kg,,,,,
"IDIYA Quebec Sideboard- Buffet Table, White",112.01.304,"<iframe width=""80%"" height=""560"" src=""https://www.youtube.com/embed/HpM_IVUGJ54"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>										

The features of Quebec Dining and Living range are almost endless. From its beautiful finish to design adds extra proportion. Perfectly matched with the other stunning additions to this range, this piece is sure to make a statement.
Good to know:
. Contemporary and simple style
. 2 spacious drawers and 2 Door cabinets to store items
. wheel slide guide   push open
. Open storage space to facilitate access to items
. Requires Easy Assembly

Color: White and oak drawers front panel.

Material:
MDF with PU white matt &amp; melamine, PVC EDGE drawer &amp; door face with wood sheet,
nature edge in 21mm oak with oil
 Product Dimension 1200 x 400 x 855mm",Idiya,480.81,35,8.55,4,18,52,kg,,,,,
"IDIYA Quebec Sideboard- Buffet Table, White 1800 × 400 × 855 mm",112.01.302,"The features of Quebec Dining and Living range are almost endless. From its beautiful finish to design adds extra proportion. Perfectly matched with the other stunning additions to this range, this piece is sure to make a statement.
Good to know:
. Contemporary and simple style
. 3 spacious drawers and 3 Door cabinets to store items
. wheel slide guide   push open
. Open storage space to facilitate access to items
. Requires Easy Assembly

Color: White and oak drawers front panel.
Material:
MDF with PU white matt &amp; melamine, PVC EDGE drawer face with wood sheet,
nature edge in 21mm oak with oil
 Product Dimension 1800 x 400 x&nbsp; 855mm",Idiya,663.33,15,40,85.5,180,76.4,kg,,,,,
"IDIYA Quebec TV Stand, Grey",112.01.111,"The features of Quebec Dining and Living range are almost endless. From its beautiful finish to design on the TV unit top adds extra proportion. Perfectly matched with the other stunning additions to this range, this piece is sure to make a statement.
Good to know:
. Contemporary and simple style
. 3 spacious drawers to store items
. wheel slide guide   push open
. Open storage space to facilitate access to items
. Requires Easy Assembly

Color: Grey and oak drawers front panel.

Material:
MDF with PU grey matt &amp; melamine, PVC EDGE drawer face with wood sheet
without LED light
 Product Dimension 1800 x 420 x 490mm",Idiya,438.56,22,420,490,1800,51,kg,,,,,
"IDIYA Quebec TV Stand, White",112.01.112," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/KBIIPIhy-rY?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=KBIIPIhy-rY""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/KBIIPIhy-rY?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=KBIIPIhy-rY"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>&nbsp;Product Description
The features of Quebec Dining and Living range are almost endless. From its beautiful finish to design on the TV unit top adds extra proportion. Perfectly matched with the other stunning additions to this range, this piece is sure to make a statement.
Good to know:
. Contemporary and simple style
. 3 spacious drawers to store items
. wheel slide guide   push open
. Open storage space to facilitate access to items
. Requires Easy Assembly
Color: White and oak drawers front panel.

Material:
MDF with PU white matt &amp; melamine, PVC EDGE drawer face with wood sheet
without LED light

Product Dimension 180 x 42 x 49cm",Idiya,438.56,32,420,490,1800,51,kg,,,,,
"IDIYA Quebec, High Cabinet, Grey",112.01.305," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/af0WLX00mFc?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=af0WLX00mFc""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/af0WLX00mFc?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=af0WLX00mFc"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>&nbsp;The features of Quebec Dining and Living range are almost endless. From its beautiful finish to design adds extra proportion. Perfectly matched with the other stunning additions to this range, this piece is sure to make a statement.
Good to know:
. Contemporary and simple style
. 4 Door cabinets to store items
. wheel slide guide   push open
. Open storage space to facilitate access to items
. Easy Assembly Required

Color: Grey Matt and oak drawers front panel.

Material:
MDF with PU white matt &amp; melamine, PVC EDGE drawer &amp; door face with wood sheet,
nature edge in 21mm oak with oil
 Product Dimension 1000 x&nbsp; 400 x 1155mm",Idiya,502.78,34,11.55,4,10,58.7,kg,,,,,
"IDIYA Regina Office Chair, Black",115.11.340,"<iframe width=""80%"" height=""560"" src=""https://www.youtube.com/embed/V2uIvZh_tDc"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>										

<strong></strong>Product Description
An all time favorite, this piece of office chair will bring a touch of contemporary living to your home or office interior. It features a stylish design with chrome metal armrests and base with easy height adjustment, delivering absolute luxury. Elite in quality and design, this is your solution to true comfort

Good To Know:
High back.
Chrome legs.
Chrome with PU covers arms.
tilt mechanism
The usual functions of up/down, tilt, with class 3 gaslift
Nylon Cators

Material
PU steel frame, 295mm chromed base,

Color: Black

Product Dimension:
Width: 55.5 Cm&nbsp;Depth: 60 CmHeight: 90/100 Cm Weight capacity: up to 120 kg Package Dimension: 75 x 31 x 53.5(CM)",Idiya,139.43,12,55.5,100,,12.18,kg,,,,,
"IDIYA Southampton Office Chair, Black",115.04.340,Product DimensionWeight : 12.19 kgLength : Width :  57 cm Height :  124 cm ,Idiya,119,24,57,124,,12.19,kg,,,,,
"IDIYA Stirling Office Chair, Black",794712621782,"<iframe width=""80%"" height=""560"" src=""https://www.youtube.com/embed/qYmLJmaMDII"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>										

<strong>Assembly Video:</strong>
&nbsp;Our Stirling office chair is a breathable and flexible mesh design with built-in lumbar support.

Good to know:
. 295mm chromed base
.  tilt mechanism
. class 3 gaslift
. 50mm nylon caster
. new foam
. Easy to assemble
. Easy to clean

Material
Mesh seat and mesh back, Color: Black

Product Dimension:
Width: 64 cm
Depth:67 cm
Height:96/105.5 cm

Weight capacity : Up to 120 Kgs. Package Dimension: 62 x 22 x 55.5 (cm)",Idiya,135.56,46,64,105.5,,10.56,kg,,,,,
IDIYA VENTURA Coffee Table,112.13.401," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/o-RHJU3SO9o?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=o-RHJU3SO9o""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/o-RHJU3SO9o?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=o-RHJU3SO9o"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>&nbsp;This modernist design coffee table is perfect to blend in a variety of spaces , thanks to the versatile oval shaped design .The tubular metal legs together with oak colour table top draw inspiration from Mid-century Scandinavian design. Can be matched with side or end table . Assembly required. Material MDF with oak paper metal legs with powder coating Product Dimension 120*60*40 cmsize of the packing:130x68x17cmweight of the package:18kgs",Idiya,159.25,7,40,60,120,18.3,kg,,,,,
IDIYA VENTURA Side  End Table,112.13.402," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/GYMnGIt-rqg?autoplay=0&amp;rel=0""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/GYMnGIt-rqg?autoplay=0&amp;rel=0"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>Product Description
This modernist design end table is perfect to blend in a variety of 
spaces , thanks to the versatile  shaped design .The  tubular metal legs
 together with oak colour table top draw inspiration from Mid-century 
Scandinavian design.
Can be matched with coffee table .
Assembly required.Material
MDF with oak paper
metal legs with powder coating

 Product Dimension 55 x 55 x 50 cm",Idiya,134.36,40,50,55,55,9.3,kg,,,,,
"IDIYA ZHENG ZHOU with Patch Design, Sofa Bed",102.11.201," class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/RkZNKjMezLo?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=RkZNKjMezLo""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/RkZNKjMezLo?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=RkZNKjMezLo"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>&nbsp;Let's face it , your bach or home deserves the brightest and tightest glam. Let any part of your room be transformed aesthetically with this fantastic addition without spending too much. A solid seater sofa that can also double as an extra bed, the Idiya Zheng Zhou with Patch Design Sofa Bed is a must-have for many baches or homes as its dual-purpose nature can provide additional sleeping spaces for guests and owners alike.  Made from high standard quality materials, the whole sofa bed's cover fabric features a unique-looking patch design in specific parts of the entire sofa. Those said patches have a different colour tone, providing a great contrast to the dark base colour used for the majority of the sofa body. And as its name suggests, this well-designed piece of furniture can be used as a full sofa bed wherein one to two adults can sleep on it when its back supports are fully deployed , all at an affordable cost. This feature is really useful for bach or homeowners who need an extra bed space for their guests or if their own bed isn't available for use. 
What's more, thanks to the high-quality, durable materials used for construction, you can be sure that every money spent on this elegant sofa bed will be an overall worthwhile purchase as it will last you for many years upon purchase and with regular use.

Your bach or home deserves a stunning makeover, and nothing can revamp your room more than the Idiya Zheng Zhou Sofa Bed with Patch Design. Get it today and leave your family and guests impressed with a stunning and functional furniture upgrade on their next visit.<ul class=""list-inline""><ul class=""list-inline""><font color=""#6c757d"" face=""lato, arial, helvetica, sans-serif""><span style=""font-size: 14px;"">Product Dimension&nbsp;</span></font></ul><ul class=""list-inline""><font color=""#6c757d"" face=""lato, arial, helvetica, sans-serif""><span style=""font-size: 14px;"">Weight<span style=""white-space:pre"">	</span>30.00 kg</span></font></ul><ul class=""list-inline""><font color=""#6c757d"" face=""lato, arial, helvetica, sans-serif""><span style=""font-size: 14px;"">Length<span style=""white-space:pre"">	</span>197 cm</span></font></ul><ul class=""list-inline""><font color=""#6c757d"" face=""lato, arial, helvetica, sans-serif""><span style=""font-size: 14px;"">Width<span style=""white-space:pre"">	</span>91 cm</span></font></ul><ul class=""list-inline""><font color=""#6c757d"" face=""lato, arial, helvetica, sans-serif""><span style=""font-size: 14px;"">Height<span style=""white-space:pre"">	</span>86 cm</span></font></ul> style=""color: rgb(108, 117, 125); font-family: lato, arial, helvetica, sans-serif; font-size: 14px;""></ul>",Idiya,489.26,9,91,86,197,30,kg,,,,,
"IDIYA ZOMBA Sofa Bed, Grey",102.12.202," style=""margin:0in;margin-bottom:.0001pt""><span style=""font-size: 10pt; font-family: Helvetica, &quot;sans-serif&quot;;""></span> style=""margin: 0in 0in 0.0001pt;""> class=""media_iframe_video"" data-oe-expression=""//www.youtube.com/embed/TCAGGmhcEQs?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=TCAGGmhcEQs""> class=""css_editable_mode_display"">&nbsp; class=""media_iframe_video_size"">&nbsp;<iframe src=""//www.youtube.com/embed/TCAGGmhcEQs?autoplay=1&amp;mute=1&amp;rel=0&amp;loop=1&amp;playlist=TCAGGmhcEQs"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">&nbsp;</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Having simple and functional furniture is sometimes the best choice when looking for a new one for your bach or home. This is where the Idiya Zomba Sofa Bed in Grey comes into the picture, as its simple yet modern design compliments many home interior designs that it becomes part of. Let's face it , your home deserves the best and tightest glam. Let any part of your room be transformed aesthetically with this fantastic addition without spending too much.</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">&nbsp;</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">If you are looking for a dual-purpose sofa seater that you can also convert to a full bed, then this sofa bed is something you should take a squiz at. This well-designed piece of furniture is a must-have for many baches or homes as its dual-purpose nature will easily fit in many modern baches and homes nowadays while providing extra sleeping spaces for guests and owners alike , all at an affordable cost.</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">&nbsp;</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">As for it being a sofa, it provides ample seating space in this model. You and up to two of your friends or family can comfortably sit on the soft and well-made seat cushions it has. Made from high standard quality materials, you will find that the fabric's texture is very soft, cosy and comfortable to one's touch. Aside from that, you can easily convert to a temporary bed that one or two people can use when fully deployed.</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">&nbsp;</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Those who plan to sleep on it don't need to worry, as the folding mechanism’s rigid construction ensures that the bed mode stays in place while in use. What's more, thanks to the high quality, durable materials used for construction, you can be sure that every money spent on this elegant sofa bed will be an overall worthwhile purchase as it will last you for many years upon purchase and with regular use , all at an affordable cost. Your bach or home deserves a stunning makeover, and nothing can revamp your room more than the Idiya Zomba Grey Sofa Bed. Get it today and leave your family and guests impressed with a stunning and functional furniture upgrade on their next visit.</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">&nbsp;</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Product Dimension:</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">length : 223 cm</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">height: 85 cm</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Width: 87 cm size as bed:</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">&nbsp;</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Length : 223 cm</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">Height : 44 cm</span> dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span style=""font-size:10pt;font-family:Arial;color:#666666;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">width :111 cm</span> style=""margin: 0in 0in 0.0001pt;""><span id=""docs-internal-guid-c75a8580-7fff-ae71-4988-d2d4af282d09""></span>",Idiya,699,1,87,85,223,30,kg,,,,,
"IDIYA Zaire 3 Seater, Dark Grey",PR110Z,"Idiya Zaire 3 seater , Dark Grey><font face=""Roboto, Odoo Unicode Support Noto, sans-serif"">Product Dimension&nbsp;</font>><font face=""Roboto, Odoo Unicode Support Noto, sans-serif"">Weight<span style=""white-space:pre"">	</span>41.20 kg</font>><font face=""Roboto, Odoo Unicode Support Noto, sans-serif"">Length<span style=""white-space:pre"">	</span>65 cm</font>><font face=""Roboto, Odoo Unicode Support Noto, sans-serif"">Width<span style=""white-space:pre"">	</span>140 cm</font>><font face=""Roboto, Odoo Unicode Support Noto, sans-serif"">Height<span style=""white-space:pre"">	</span>73 cm</font>><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""515"" style=""width: 386pt;""></table>",Idiya,556.86,1,,,,30,kg,,,,,
"IKEA ALEX Drawer Unit on Castors Grey-Turquoise, Black 36X76 cm",194.221.99,"Please refer to packaging label for country of origin

Product dimensions

Depth: 58 cm

Height: 76 cm

Width: 36 cm

Packaging

This product comes as 2 packages.

ALEX Drawer unit



Article no : 904.838.00



Width: 59 cm (23 ¼ )

Height: 11 cm (4 ¼ )

Length: 82 cm (32 )

Weight: 27.50 kg (60 lb 10 oz)

Package(s): 1

ALEX Castor



Article no : 104.806.12



Width: 10 cm (3 ¾ )

Height: 6 cm (2 ¼ )

Length: 23 cm (9 ¼ )

Weight: 0.44 kg (15 oz)

Package(s): 1",Ikea,320,3,36,76,58,36.65,kg,,,,,
IKEA ALEX Drawer Unit on Castors White 67X66 cm,304.854.25,<h6>Sales Description</h6><h6>Drawer stops prevent the drawer from being pulled out too far.</h6><h6>This unit can be placed anywhere in the room because it is finished on the back.</h6><h6>Please refer to packaging label for country of origin</h6><h6>Castors included.</h6><h6>This product has been developed and tested for domestic use.</h6><h6></h6><h6>Designer</h6><h6>Johanna Asshoff</h6><h6></h6><h6>Product dimensions</h6><h6>Width: 67 cm</h6><h6>Height: 66 cm</h6><h6></h6><h6>Packaging info</h6><h6>ALEX Drawer unit on castors</h6><h6>Width：57 Cm</h6><h6>Height：14 Cm</h6><h6>Length：72 Cm</h6><h6>Weight：32.60 Kg</h6><h6></h6><h6>Number of packages： 1</h6>,Ikea,450,8,57,14,72,32.6,kg,,,,,
"IKEA ALEX Drawer Unit with 9 Drawers, White",704.861.40," class=""prodInfoLeft"" style=""box-sizing: inherit; color: rgb(85, 85, 85); font-family: Lato, Arial, Helvetica, sans-serif; font-size: 14px;""> id=""cbftssection"" class=""productInformation prodInfoSub keyFeaturesMargin"" style=""box-sizing: inherit;""> id=""custBenefit"" class=""texts keyFeaturesmargin"" style=""box-sizing: inherit;""><ul style=""box-sizing: inherit; margin-bottom: 1.5em; margin-left: 1.5em; padding: 0px; list-style-position: initial; list-style-image: initial;""><li style=""box-sizing: inherit; margin-bottom: 0.6781em;"">High unit with many drawers means plenty of storage on a minimum of floor space.</li><li style=""box-sizing: inherit; margin-bottom: 0.6781em;"">Drawer stops prevent the drawer from being pulled out too far.</li><li style=""box-sizing: inherit; margin-bottom: 0.6781em;"">Please refer to packaging label for country of origin.</li></ul> id=""goodToKnowPart"" class=""prodInfoDis prodInfoSub"" style=""box-sizing: inherit;""> id=""goodtoknowheader"" class=""productsubheadline"" role=""heading"" style=""box-sizing: inherit;"">good to know id=""goodToKnow"" class=""texts"" style=""box-sizing: inherit;"">We recommend you to fix the furniture to the wall with the enclosed safety fitting to prevent it from tipping over if a child climbs or hangs on it.<br style=""box-sizing: inherit;"">Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately. id=""careInstructionsPart"" class=""productInformation prodInfoDis prodInfoSub"" style=""box-sizing: inherit;""> id=""goodtoknowheader1"" class=""productsubheadline"" role=""heading"" style=""box-sizing: inherit;"">care instructions id=""careInst"" class=""texts Wdth"" style=""box-sizing: inherit;"">Wipe clean with a cloth dampened in a mild cleaner.<br style=""box-sizing: inherit;"">Wipe dry with a clean cloth. style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px; font-family: Lato, Arial, Helvetica, sans-serif; font-size: 14px; color: rgb(85, 85, 85);"">&nbsp; class=""prodInfoRight"" style=""box-sizing: inherit; color: rgb(85, 85, 85); font-family: Lato, Arial, Helvetica, sans-serif; font-size: 14px;""> id=""productDimensionsContainer"" style=""box-sizing: inherit;""> id=""measuresPart"" class=""productInformation prodInfoSub"" style=""box-sizing: inherit;""> id=""assembledSize"" class=""productsubheadline"" role=""heading"" style=""box-sizing: inherit;"">Product dimensions id=""metric"" class=""texts"" style=""box-sizing: inherit;""> style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px; font-family: Lato, Arial, Helvetica, sans-serif; font-size: 14px;"">Width: 36 cm<br style=""box-sizing: inherit;"">Depth: 48 cm<br style=""box-sizing: inherit;"">Height: 116 cm style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px; font-family: Lato, Arial, Helvetica, sans-serif; font-size: 14px;"">&nbsp; id=""requiresAssembly"" class=""imagetext"" style=""box-sizing: inherit;""> style=""box-sizing: inherit; margin-bottom: 1.5em; padding: 0px; font-family: Lato, Arial, Helvetica, sans-serif; font-size: 14px;""><span class=""subTxt"" style=""box-sizing: inherit;"">This product requires assembly</span> class=""clear"" style=""box-sizing: inherit; clear: both;""> id=""dessection_right"" style=""box-sizing: inherit;""> id=""designDiv_right"" class=""productsubheadline"" role=""heading"" style=""box-sizing: inherit;"">designer id=""designer_right"" class=""texts"" style=""box-sizing: inherit;"">Johanna Asshoff",Ikea,404,8,49,12,122,37.9,kg,,,,,
"IKEA ARV Plate, Pink",402.096.44,"If you are looking for a stunning dinnerware addition for your bach or home, take a look at what the ARV Pink Plate has to offer. Your bach or home deserves the brightest and tightest glam. Let your dining and kitchen area be transformed aesthetically with this fantastic addition without spending too much.This beaut dinnerware collection features a lovely pink colour inspired by the Scandinavian culture that will surely impress your guests the moment they see it. On top of that, it boasts of its rustic design and softly ruffled edge for a smooth and flawless look. No doubt, this dinnerware will easily complement any porcelain collection you have in your kitchen and dining area.What's more, thanks to its high quality, durable materials, you can be sure that every money spent on this elegant dinnerware collection will be an overall worthwhile purchase as it will last you for many years upon purchase and with regular use , all at an affordable cost.Your bach or home deserves a stunning makeover, and nothing can revamp your dining and kitchen room more than the ARV Pink Plate. Get it today and leave your family and guests impressed with a stunning dinnerware upgrade on their next visit.Diameter: 22 cm",Ikea,7.61,14,1,1,1,0.5,kg,,,,,
IKEA Abyan Body Puff,202.851.39,"Product descriptionPolyethylene plasticProduct dimensionsPackage quantity: 3 packcare instructionsHand wash, warm (40°C).Do not tumble dry.Do not iron.Do not dryclean.Article Number : 20285139
",Ikea,7.61,1,15,11,18,0.13,kg,,,,,
